,employee_id,name,email,designation,age,length_of_service,is_promoted
8400,23857,Victor Thompson,victor_thompson636@gmail.com,Operations,36,10,0
8401,8790,Paul Moore,paul_moore484@gmail.com,Sales & Marketing,51,18,0
8402,2972,Noah Carter,noah_carter701@gmail.com,Procurement,49,3,0
8403,37577,Karen Brown,karen_brown770@gmail.com,Sales & Marketing,36,4,0
8404,31500,Victor Lee,victor_lee50@gmail.com,Sales & Marketing,25,2,0
8405,16043,Mia Hill,mia_hill251@gmail.com,Operations,36,10,0
8406,13285,Paul Lee,paul_lee158@gmail.com,Technology,38,7,0
8407,22170,Quincy Carter,quincy_carter743@gmail.com,HR,36,10,0
8408,66653,Zach Wood,zach_wood484@gmail.com,Operations,42,7,0
8409,24616,Victor Harris,victor_harris785@gmail.com,Sales & Marketing,26,4,0
8410,7440,Rachel Lee,rachel_lee360@gmail.com,Procurement,28,2,0
8411,39110,Xander Morgan,xander_morgan261@gmail.com,Operations,28,5,0
8412,50211,Liam Morgan,liam_morgan792@gmail.com,R&D,30,5,0
8413,58394,Frank White,frank_white340@gmail.com,Operations,38,7,0
8414,53061,Isabella Martinez,isabella_martinez567@gmail.com,Sales & Marketing,57,5,0
8415,68607,Frank Lee,frank_lee581@gmail.com,Technology,46,4,0
8416,195,Catherine Taylor,catherine_taylor344@gmail.com,Analytics,26,1,0
8417,73503,Eva Wilson,eva_wilson148@gmail.com,Sales & Marketing,25,1,0
8418,3268,Frank Brown,frank_brown91@gmail.com,Sales & Marketing,33,6,1
8419,6260,Noah Morgan,noah_morgan612@gmail.com,Analytics,27,4,0
8420,21043,Alice Carter,alice_carter16@gmail.com,HR,36,3,0
8421,16090,Quincy Hill,quincy_hill236@gmail.com,Technology,50,15,0
8422,30960,Noah Kelly,noah_kelly175@gmail.com,Procurement,25,1,0
8423,27489,Grace Wilson,grace_wilson616@gmail.com,HR,27,3,0
8424,72884,Sam Carter,sam_carter949@gmail.com,Sales & Marketing,31,5,1
8425,46138,Harry Thompson,harry_thompson740@gmail.com,Operations,46,3,0
8426,59909,Rachel Morgan,rachel_morgan28@gmail.com,Analytics,28,2,0
8427,37139,Uma Walker,uma_walker117@gmail.com,Sales & Marketing,35,3,0
8428,77750,Olivia Martinez,olivia_martinez213@gmail.com,Sales & Marketing,35,8,0
8429,36741,Jack White,jack_white548@gmail.com,Procurement,36,3,0
8430,66185,Frank Green,frank_green53@gmail.com,Sales & Marketing,37,8,0
8431,22204,Jack Smith,jack_smith63@gmail.com,Sales & Marketing,31,6,0
8432,77191,Frank Johnson,frank_johnson660@gmail.com,Operations,51,5,0
8433,18160,Sam Martinez,sam_martinez392@gmail.com,HR,25,1,0
8434,58263,David Lee,david_lee293@gmail.com,Operations,32,6,0
8435,7653,Catherine Carter,catherine_carter671@gmail.com,Sales & Marketing,48,20,0
8436,16902,David Morgan,david_morgan83@gmail.com,Legal,35,7,0
8437,64249,Paul Green,paul_green336@gmail.com,Operations,47,6,1
8438,60015,David Smith,david_smith459@gmail.com,Technology,40,12,0
8439,10346,Alice Walker,alice_walker499@gmail.com,Procurement,33,6,0
8440,68681,Yvonne Green,yvonne_green273@gmail.com,Procurement,35,7,0
8441,21655,Catherine Perez,catherine_perez83@gmail.com,Operations,34,6,0
8442,25380,Jack Harris,jack_harris849@gmail.com,Procurement,32,8,0
8443,60339,Liam Lee,liam_lee971@gmail.com,Sales & Marketing,29,5,0
8444,59690,Wendy Carter,wendy_carter33@gmail.com,Procurement,35,2,0
8445,34903,Sam Edwards,sam_edwards969@gmail.com,HR,36,5,0
8446,76143,Eva Phillips,eva_phillips959@gmail.com,Technology,38,4,0
8447,22617,Catherine Hill,catherine_hill151@gmail.com,Sales & Marketing,40,5,1
8448,40680,Alice Perez,alice_perez567@gmail.com,Sales & Marketing,30,5,0
8449,35150,Bob Evans,bob_evans72@gmail.com,Legal,31,2,0
8450,19915,Tina Kelly,tina_kelly93@gmail.com,Sales & Marketing,32,3,1
8451,48838,Liam Moore,liam_moore266@gmail.com,HR,26,2,0
8452,52419,Rachel Wilson,rachel_wilson197@gmail.com,Sales & Marketing,38,11,0
8453,58187,Sam Evans,sam_evans601@gmail.com,Technology,37,5,0
8454,64821,David Moore,david_moore932@gmail.com,Finance,25,4,0
8455,18703,Victor Taylor,victor_taylor111@gmail.com,Sales & Marketing,32,9,0
8456,59355,Harry Evans,harry_evans907@gmail.com,R&D,35,9,0
8457,14040,Eva Harris,eva_harris539@gmail.com,Operations,42,3,0
8458,69431,Noah Cooper,noah_cooper191@gmail.com,Finance,32,6,0
8459,27725,Rachel Perez,rachel_perez76@gmail.com,Sales & Marketing,36,4,0
8460,61771,Yvonne Cooper,yvonne_cooper378@gmail.com,Sales & Marketing,30,9,0
8461,25500,Rachel Brooks,rachel_brooks199@gmail.com,Sales & Marketing,36,3,0
8462,48080,Mia Moore,mia_moore648@gmail.com,Technology,29,4,0
8463,29373,Alice Cooper,alice_cooper374@gmail.com,Sales & Marketing,31,8,0
8464,51853,Liam Cooper,liam_cooper715@gmail.com,Sales & Marketing,29,1,0
8465,69603,Rachel White,rachel_white714@gmail.com,Operations,36,2,0
8466,27843,David Edwards,david_edwards452@gmail.com,Operations,44,12,0
8467,21195,Wendy Martinez,wendy_martinez603@gmail.com,Technology,31,3,0
8468,57869,Mia Cooper,mia_cooper500@gmail.com,Operations,29,4,0
8469,16495,Quincy Harris,quincy_harris46@gmail.com,Sales & Marketing,28,4,0
8470,15539,Wendy Brooks,wendy_brooks662@gmail.com,Technology,49,18,1
8471,23536,Grace Green,grace_green920@gmail.com,Procurement,38,5,0
8472,34166,Frank Baker,frank_baker563@gmail.com,Sales & Marketing,23,1,0
8473,37845,Grace Moore,grace_moore616@gmail.com,Legal,30,1,0
8474,11506,Eva Brooks,eva_brooks631@gmail.com,Technology,32,6,0
8475,40049,Rachel Wood,rachel_wood460@gmail.com,Technology,39,7,0
8476,19154,Uma Phillips,uma_phillips393@gmail.com,Technology,30,7,0
8477,66650,Rachel Brown,rachel_brown851@gmail.com,Sales & Marketing,33,7,0
8478,3032,David Wilson,david_wilson191@gmail.com,Operations,35,8,0
8479,44532,Quincy Lee,quincy_lee92@gmail.com,Sales & Marketing,34,8,0
8480,33217,Harry Perez,harry_perez561@gmail.com,Analytics,30,2,0
8481,30798,Quincy Morgan,quincy_morgan824@gmail.com,HR,32,7,1
8482,78074,Bob Wood,bob_wood572@gmail.com,Sales & Marketing,25,2,0
8483,30803,Victor Brown,victor_brown693@gmail.com,Procurement,24,1,0
8484,38919,Jack Morgan,jack_morgan281@gmail.com,Finance,37,8,0
8485,45319,Eva Cooper,eva_cooper571@gmail.com,Sales & Marketing,27,1,0
8486,62639,Alice Carter,alice_carter387@gmail.com,Analytics,36,3,0
8487,46828,David Johnson,david_johnson847@gmail.com,Legal,36,2,0
8488,72656,Karen Brown,karen_brown73@gmail.com,Sales & Marketing,42,12,1
8489,75656,Zach Taylor,zach_taylor206@gmail.com,HR,28,1,0
8490,14426,Noah Green,noah_green388@gmail.com,Operations,48,18,0
8491,46996,Victor Phillips,victor_phillips55@gmail.com,Sales & Marketing,30,2,0
8492,27576,Isabella Smith,isabella_smith516@gmail.com,Procurement,34,9,1
8493,28873,Xander Perez,xander_perez833@gmail.com,Sales & Marketing,31,7,0
8494,19409,Catherine Carter,catherine_carter279@gmail.com,Operations,51,19,0
8495,47335,Victor Kelly,victor_kelly25@gmail.com,Operations,32,7,0
8496,56499,Bob Harris,bob_harris65@gmail.com,Operations,47,16,0
8497,68097,Noah White,noah_white919@gmail.com,Sales & Marketing,48,17,0
8498,45357,Grace Walker,grace_walker77@gmail.com,Technology,25,3,1
8499,31715,Mia Lee,mia_lee890@gmail.com,Operations,29,3,0
8500,52423,Eva Martinez,eva_martinez584@gmail.com,Sales & Marketing,33,10,0
8501,53129,Catherine Johnson,catherine_johnson72@gmail.com,Technology,36,3,0
8502,24702,Wendy Walker,wendy_walker367@gmail.com,Procurement,29,7,0
8503,76983,Frank Lee,frank_lee176@gmail.com,HR,31,7,0
8504,4466,David Brooks,david_brooks165@gmail.com,Technology,47,14,0
8505,5932,Eva Morgan,eva_morgan215@gmail.com,Analytics,30,5,0
8506,1864,Victor Evans,victor_evans395@gmail.com,Sales & Marketing,33,3,0
8507,67371,Grace Phillips,grace_phillips713@gmail.com,HR,35,7,0
8508,76590,Noah Davis,noah_davis572@gmail.com,Technology,24,2,0
8509,22801,Paul Morgan,paul_morgan857@gmail.com,Sales & Marketing,39,4,0
8510,55100,Xander Morgan,xander_morgan758@gmail.com,Operations,33,7,1
8511,53130,Uma Walker,uma_walker995@gmail.com,Analytics,33,7,0
8512,31269,Alice Brooks,alice_brooks173@gmail.com,Finance,39,7,0
8513,45743,Isabella Brown,isabella_brown399@gmail.com,Operations,47,17,0
8514,66089,Karen Harris,karen_harris614@gmail.com,Sales & Marketing,39,13,0
8515,25938,Noah Evans,noah_evans469@gmail.com,Sales & Marketing,33,9,0
8516,69203,Mia Carter,mia_carter244@gmail.com,Operations,37,7,0
8517,15164,Bob Phillips,bob_phillips637@gmail.com,HR,25,3,0
8518,36640,Wendy Wood,wendy_wood373@gmail.com,Sales & Marketing,35,3,0
8519,41082,Uma Martinez,uma_martinez128@gmail.com,Operations,40,3,0
8520,69746,Grace Johnson,grace_johnson569@gmail.com,Procurement,27,2,0
8521,49691,Mia Hill,mia_hill519@gmail.com,Sales & Marketing,43,3,0
8522,38510,Noah Lee,noah_lee356@gmail.com,Analytics,32,2,0
8523,12135,Liam Taylor,liam_taylor896@gmail.com,HR,36,7,0
8524,74830,Xander Walker,xander_walker570@gmail.com,Sales & Marketing,42,3,0
8525,29385,Xander Brown,xander_brown119@gmail.com,Operations,32,5,0
8526,60599,Sam White,sam_white948@gmail.com,Analytics,48,4,0
8527,74548,Olivia Morgan,olivia_morgan246@gmail.com,Technology,32,5,0
8528,53596,Frank Perez,frank_perez964@gmail.com,Sales & Marketing,32,6,0
8529,18405,Frank Smith,frank_smith199@gmail.com,Technology,50,16,0
8530,17579,Yvonne Cooper,yvonne_cooper131@gmail.com,Technology,34,9,0
8531,34453,Victor White,victor_white163@gmail.com,Operations,29,2,0
8532,73241,Paul Smith,paul_smith351@gmail.com,Sales & Marketing,40,6,0
8533,36745,Noah Evans,noah_evans21@gmail.com,Technology,24,1,0
8534,37784,Isabella Martinez,isabella_martinez15@gmail.com,Operations,35,5,0
8535,67507,Quincy Kelly,quincy_kelly207@gmail.com,Sales & Marketing,27,2,0
8536,57436,Wendy Edwards,wendy_edwards777@gmail.com,Operations,29,4,0
8537,24033,Xander Evans,xander_evans841@gmail.com,Operations,47,21,0
8538,8719,Grace Perez,grace_perez435@gmail.com,Sales & Marketing,51,12,0
8539,9603,Isabella Edwards,isabella_edwards937@gmail.com,Analytics,36,8,0
8540,70878,Yvonne Evans,yvonne_evans92@gmail.com,Procurement,35,8,0
8541,58605,Xander Taylor,xander_taylor795@gmail.com,Procurement,27,1,0
8542,48095,Rachel Taylor,rachel_taylor199@gmail.com,Operations,28,2,0
8543,56304,Noah Thompson,noah_thompson723@gmail.com,Sales & Marketing,30,1,0
8544,40087,Isabella Hill,isabella_hill733@gmail.com,R&D,31,2,0
8545,6354,Uma Davis,uma_davis510@gmail.com,Operations,40,6,1
8546,70910,Jack Lee,jack_lee310@gmail.com,Operations,29,3,0
8547,45637,Tina Perez,tina_perez984@gmail.com,Sales & Marketing,40,5,0
8548,12177,Eva Harris,eva_harris655@gmail.com,R&D,28,4,0
8549,30273,Paul Hill,paul_hill907@gmail.com,R&D,32,2,0
8550,74372,Grace Perez,grace_perez725@gmail.com,Procurement,32,4,0
8551,37201,Olivia Edwards,olivia_edwards204@gmail.com,Technology,35,6,0
8552,40917,Uma Moore,uma_moore500@gmail.com,Operations,58,16,0
8553,50362,Isabella Cooper,isabella_cooper434@gmail.com,Sales & Marketing,56,14,0
8554,16835,Victor Edwards,victor_edwards63@gmail.com,Procurement,32,4,0
8555,11635,Jack Perez,jack_perez214@gmail.com,Sales & Marketing,28,3,0
8556,67336,Sam Harris,sam_harris246@gmail.com,Procurement,32,7,0
8557,53932,Isabella Perez,isabella_perez471@gmail.com,Technology,37,9,0
8558,41023,Victor Johnson,victor_johnson726@gmail.com,Sales & Marketing,35,6,0
8559,4135,David Johnson,david_johnson845@gmail.com,Sales & Marketing,39,12,1
8560,38229,Paul Phillips,paul_phillips249@gmail.com,Operations,38,8,0
8561,49050,Quincy Wood,quincy_wood484@gmail.com,HR,26,1,0
8562,71317,Tina Carter,tina_carter645@gmail.com,Analytics,45,3,0
8563,59389,Alice Brooks,alice_brooks857@gmail.com,Procurement,60,32,1
8564,3174,Yvonne Morgan,yvonne_morgan796@gmail.com,Sales & Marketing,56,7,0
8565,71080,Jack Brown,jack_brown97@gmail.com,Sales & Marketing,34,2,1
8566,20900,Zach Thompson,zach_thompson829@gmail.com,Sales & Marketing,28,2,0
8567,31873,Yvonne Baker,yvonne_baker496@gmail.com,Analytics,29,8,0
8568,55048,Frank Carter,frank_carter666@gmail.com,Operations,30,5,0
8569,74953,Noah Walker,noah_walker768@gmail.com,Procurement,38,6,0
8570,58098,Jack Lee,jack_lee608@gmail.com,Procurement,33,3,0
8571,7060,Zach Wilson,zach_wilson785@gmail.com,Operations,58,17,0
8572,11044,Victor Davis,victor_davis944@gmail.com,Operations,31,5,0
8573,5179,Tina Brown,tina_brown897@gmail.com,Sales & Marketing,29,8,0
8574,36659,Victor Perez,victor_perez520@gmail.com,HR,32,3,0
8575,73990,Xander Phillips,xander_phillips937@gmail.com,Analytics,37,8,0
8576,72645,Rachel Hill,rachel_hill23@gmail.com,HR,27,5,0
8577,38373,Zach Brown,zach_brown273@gmail.com,Technology,37,5,1
8578,6446,Eva Evans,eva_evans956@gmail.com,Finance,29,4,0
8579,47374,Quincy Evans,quincy_evans960@gmail.com,Technology,48,6,1
8580,64767,Liam Walker,liam_walker650@gmail.com,Technology,31,5,0
8581,61054,Frank Hill,frank_hill409@gmail.com,Procurement,32,5,1
8582,13501,Liam Martinez,liam_martinez72@gmail.com,Sales & Marketing,41,7,0
8583,15250,Rachel Evans,rachel_evans617@gmail.com,Procurement,33,3,0
8584,33187,Olivia Walker,olivia_walker168@gmail.com,HR,35,4,1
8585,6496,Tina Morgan,tina_morgan310@gmail.com,Sales & Marketing,47,10,0
8586,35869,Tina Cooper,tina_cooper755@gmail.com,Sales & Marketing,32,4,0
8587,12741,Isabella Lee,isabella_lee31@gmail.com,Procurement,37,2,0
8588,125,Paul Martinez,paul_martinez246@gmail.com,Operations,48,20,1
8589,52941,Isabella Wilson,isabella_wilson195@gmail.com,Sales & Marketing,33,3,0
8590,6177,Harry Davis,harry_davis473@gmail.com,Procurement,41,7,0
8591,27221,Paul Wilson,paul_wilson355@gmail.com,Operations,29,6,0
8592,60061,Harry Martinez,harry_martinez658@gmail.com,Analytics,23,2,0
8593,47237,Karen Hill,karen_hill589@gmail.com,Sales & Marketing,25,2,0
8594,34901,Bob Carter,bob_carter718@gmail.com,Finance,27,2,0
8595,8236,Paul Hill,paul_hill637@gmail.com,Procurement,30,6,0
8596,54040,Wendy Davis,wendy_davis875@gmail.com,Finance,27,2,0
8597,25585,Isabella Hill,isabella_hill887@gmail.com,Sales & Marketing,25,2,0
8598,36102,Wendy Thompson,wendy_thompson729@gmail.com,Technology,38,7,0
8599,68592,Quincy Wilson,quincy_wilson301@gmail.com,Operations,31,4,0
8600,48779,Tina Phillips,tina_phillips578@gmail.com,Analytics,33,2,0
8601,55038,Zach Lee,zach_lee716@gmail.com,Sales & Marketing,28,2,0
8602,70685,Bob Wilson,bob_wilson465@gmail.com,Operations,30,6,0
8603,5765,Paul Hill,paul_hill345@gmail.com,Operations,55,4,0
8604,45026,Sam Baker,sam_baker646@gmail.com,Sales & Marketing,29,3,0
8605,35640,Catherine Kelly,catherine_kelly434@gmail.com,Sales & Marketing,34,8,0
8606,29913,Karen Harris,karen_harris243@gmail.com,Sales & Marketing,29,3,0
8607,6668,Grace Perez,grace_perez625@gmail.com,Sales & Marketing,34,7,0
8608,32701,Tina Hill,tina_hill761@gmail.com,Sales & Marketing,33,3,0
8609,25200,Xander Edwards,xander_edwards237@gmail.com,Sales & Marketing,35,3,0
8610,1303,Tina Phillips,tina_phillips789@gmail.com,Technology,32,8,1
8611,64715,Liam Moore,liam_moore614@gmail.com,Technology,42,6,0
8612,74497,Eva Kelly,eva_kelly182@gmail.com,Sales & Marketing,36,9,0
8613,33947,Isabella Brown,isabella_brown138@gmail.com,Technology,33,4,0
8614,64687,Catherine Davis,catherine_davis213@gmail.com,Procurement,46,17,0
8615,23624,Tina Walker,tina_walker738@gmail.com,Technology,37,5,0
8616,64001,Harry Martinez,harry_martinez634@gmail.com,HR,31,7,0
8617,47026,Mia Johnson,mia_johnson182@gmail.com,Procurement,32,1,0
8618,6965,Alice Thompson,alice_thompson896@gmail.com,Sales & Marketing,51,24,0
8619,6489,David Harris,david_harris61@gmail.com,Technology,41,2,0
8620,74135,Harry Taylor,harry_taylor485@gmail.com,Sales & Marketing,33,3,0
8621,59947,Rachel White,rachel_white851@gmail.com,Analytics,35,4,0
8622,12491,Grace Evans,grace_evans383@gmail.com,Operations,29,1,0
8623,11516,Eva Baker,eva_baker660@gmail.com,Operations,40,8,0
8624,20152,Olivia Lee,olivia_lee90@gmail.com,Procurement,30,5,0
8625,55251,Zach Edwards,zach_edwards78@gmail.com,Procurement,32,4,0
8626,7992,Yvonne Wilson,yvonne_wilson434@gmail.com,Technology,30,4,0
8627,20476,Grace Brooks,grace_brooks926@gmail.com,Operations,54,15,0
8628,15581,Tina Lee,tina_lee52@gmail.com,HR,29,4,0
8629,48811,Alice Perez,alice_perez861@gmail.com,HR,36,2,0
8630,52861,Rachel Cooper,rachel_cooper713@gmail.com,Sales & Marketing,33,8,0
8631,44336,David Morgan,david_morgan995@gmail.com,Operations,30,4,0
8632,74887,Liam Kelly,liam_kelly554@gmail.com,Technology,29,2,0
8633,67723,David Martinez,david_martinez889@gmail.com,Finance,33,2,0
8634,22860,Tina Brown,tina_brown867@gmail.com,Sales & Marketing,29,4,1
8635,58753,David Phillips,david_phillips695@gmail.com,Operations,52,17,0
8636,42589,Catherine Hill,catherine_hill726@gmail.com,Procurement,39,2,0
8637,28719,Alice Wilson,alice_wilson848@gmail.com,Legal,45,10,0
8638,10195,Jack Phillips,jack_phillips453@gmail.com,Operations,37,10,0
8639,70717,Victor Edwards,victor_edwards91@gmail.com,Sales & Marketing,25,1,0
8640,73617,Jack Wilson,jack_wilson378@gmail.com,Sales & Marketing,41,3,0
8641,66838,Wendy Baker,wendy_baker603@gmail.com,Sales & Marketing,30,4,0
8642,58062,Karen Thompson,karen_thompson268@gmail.com,Finance,43,15,0
8643,64396,Isabella Perez,isabella_perez838@gmail.com,R&D,37,4,0
8644,41339,Eva Wilson,eva_wilson149@gmail.com,Operations,23,1,0
8645,9764,Catherine Moore,catherine_moore134@gmail.com,Sales & Marketing,34,9,0
8646,58273,Karen Hill,karen_hill626@gmail.com,Sales & Marketing,35,6,0
8647,3826,Jack Brooks,jack_brooks637@gmail.com,Operations,27,4,0
8648,10507,Liam Brooks,liam_brooks710@gmail.com,Operations,56,4,0
8649,75917,Eva Johnson,eva_johnson256@gmail.com,Sales & Marketing,28,1,0
8650,66749,Victor Cooper,victor_cooper649@gmail.com,Technology,37,5,0
8651,74790,Uma Edwards,uma_edwards415@gmail.com,HR,44,7,0
8652,46381,Catherine Cooper,catherine_cooper297@gmail.com,Technology,57,16,0
8653,30567,Isabella Baker,isabella_baker473@gmail.com,Sales & Marketing,39,7,1
8654,1750,Zach Wood,zach_wood445@gmail.com,HR,30,3,0
8655,69972,Wendy White,wendy_white828@gmail.com,Operations,35,5,1
8656,78225,Yvonne Walker,yvonne_walker781@gmail.com,Sales & Marketing,30,1,0
8657,45076,Eva Evans,eva_evans726@gmail.com,Procurement,55,9,0
8658,43316,Harry Wood,harry_wood663@gmail.com,Sales & Marketing,34,4,0
8659,69049,Alice Walker,alice_walker529@gmail.com,Sales & Marketing,30,7,0
8660,24534,Rachel Wilson,rachel_wilson41@gmail.com,Procurement,32,2,0
8661,32125,Harry Morgan,harry_morgan597@gmail.com,Sales & Marketing,35,10,0
8662,18023,Bob Davis,bob_davis285@gmail.com,Procurement,38,5,0
8663,33967,David Walker,david_walker150@gmail.com,Sales & Marketing,29,3,0
8664,55042,Grace Carter,grace_carter444@gmail.com,Sales & Marketing,26,1,0
8665,32079,Liam Carter,liam_carter58@gmail.com,Operations,30,6,0
8666,45105,Quincy Wood,quincy_wood243@gmail.com,Sales & Marketing,60,18,0
8667,50771,Paul Edwards,paul_edwards519@gmail.com,Sales & Marketing,32,5,0
8668,21703,Uma Martinez,uma_martinez24@gmail.com,Technology,37,11,0
8669,17798,Uma Brown,uma_brown548@gmail.com,Sales & Marketing,27,3,0
8670,39732,Victor Perez,victor_perez952@gmail.com,Sales & Marketing,35,2,0
8671,47738,Uma Hill,uma_hill606@gmail.com,Procurement,48,10,0
8672,1955,Frank Cooper,frank_cooper231@gmail.com,HR,43,5,0
8673,36697,Bob White,bob_white354@gmail.com,Operations,36,4,0
8674,45689,Jack Davis,jack_davis956@gmail.com,Procurement,42,4,0
8675,34974,Xander Baker,xander_baker548@gmail.com,Operations,45,18,0
8676,76208,Bob Wilson,bob_wilson677@gmail.com,Technology,30,3,0
8677,51433,Mia Lee,mia_lee453@gmail.com,Sales & Marketing,23,1,0
8678,32456,Liam Harris,liam_harris488@gmail.com,Operations,41,7,0
8679,20337,Olivia Wilson,olivia_wilson908@gmail.com,Operations,48,20,0
8680,29898,Bob Harris,bob_harris71@gmail.com,Sales & Marketing,39,2,0
8681,54250,Grace Lee,grace_lee437@gmail.com,Technology,33,4,1
8682,71286,Bob Johnson,bob_johnson936@gmail.com,Sales & Marketing,28,1,0
8683,62324,Wendy Davis,wendy_davis370@gmail.com,Sales & Marketing,40,10,0
8684,56804,Mia Edwards,mia_edwards828@gmail.com,HR,52,19,0
8685,7164,Grace Davis,grace_davis428@gmail.com,Procurement,24,1,0
8686,68736,Rachel Smith,rachel_smith812@gmail.com,Procurement,38,5,0
8687,77232,Jack Green,jack_green402@gmail.com,Operations,37,10,0
8688,21188,Yvonne Perez,yvonne_perez434@gmail.com,Sales & Marketing,37,5,0
8689,9073,David Thompson,david_thompson318@gmail.com,Sales & Marketing,34,4,0
8690,20746,Yvonne White,yvonne_white233@gmail.com,Sales & Marketing,26,1,0
8691,48311,Uma Evans,uma_evans701@gmail.com,Procurement,31,5,0
8692,40166,Wendy Moore,wendy_moore499@gmail.com,Operations,32,6,0
8693,68707,Isabella Davis,isabella_davis245@gmail.com,Sales & Marketing,23,1,0
8694,48951,Olivia Walker,olivia_walker718@gmail.com,Operations,36,10,0
8695,69238,Harry Harris,harry_harris761@gmail.com,Analytics,28,2,0
8696,46272,Wendy Evans,wendy_evans469@gmail.com,Analytics,27,2,0
8697,11872,Catherine Phillips,catherine_phillips600@gmail.com,Operations,34,2,1
8698,44775,Tina Baker,tina_baker955@gmail.com,Sales & Marketing,22,2,0
8699,16128,Bob Wilson,bob_wilson562@gmail.com,Finance,31,6,0
8700,51381,Uma Wood,uma_wood865@gmail.com,Finance,37,6,0
8701,13972,Sam Moore,sam_moore40@gmail.com,Analytics,29,2,0
8702,44934,Quincy Phillips,quincy_phillips108@gmail.com,Finance,33,9,0
8703,63263,Isabella Moore,isabella_moore516@gmail.com,Operations,30,1,0
8704,63925,Alice Phillips,alice_phillips872@gmail.com,HR,40,8,0
8705,19269,Bob Morgan,bob_morgan704@gmail.com,Procurement,31,4,0
8706,54485,Rachel Davis,rachel_davis700@gmail.com,HR,44,2,0
8707,5608,Olivia Brown,olivia_brown540@gmail.com,Operations,29,1,0
8708,58980,Alice Wilson,alice_wilson987@gmail.com,Analytics,26,1,0
8709,1492,Zach Green,zach_green217@gmail.com,Operations,30,3,0
8710,55099,Harry Edwards,harry_edwards62@gmail.com,HR,34,5,0
8711,16166,Paul Carter,paul_carter713@gmail.com,Technology,57,5,0
8712,76816,Xander Thompson,xander_thompson942@gmail.com,Sales & Marketing,34,7,0
8713,62743,Alice Morgan,alice_morgan302@gmail.com,Analytics,28,6,1
8714,74351,Victor Moore,victor_moore931@gmail.com,Sales & Marketing,37,5,0
8715,49637,Noah Evans,noah_evans241@gmail.com,Sales & Marketing,54,19,0
8716,6223,Grace Moore,grace_moore559@gmail.com,HR,41,12,0
8717,474,Yvonne Brooks,yvonne_brooks654@gmail.com,Sales & Marketing,36,7,1
8718,20335,Zach Carter,zach_carter477@gmail.com,Operations,35,8,0
8719,20256,Noah Morgan,noah_morgan306@gmail.com,Sales & Marketing,31,2,0
8720,71495,David Brown,david_brown321@gmail.com,Technology,32,7,0
8721,42462,Paul Perez,paul_perez202@gmail.com,Sales & Marketing,33,9,0
8722,26954,Sam Walker,sam_walker793@gmail.com,Operations,38,2,0
8723,42852,Quincy Perez,quincy_perez674@gmail.com,Operations,44,3,0
8724,50406,Quincy White,quincy_white389@gmail.com,Operations,27,3,0
8725,72973,Grace Baker,grace_baker831@gmail.com,Sales & Marketing,38,7,0
8726,2458,Yvonne Lee,yvonne_lee17@gmail.com,HR,33,3,0
8727,61897,Karen Carter,karen_carter413@gmail.com,Finance,24,2,1
8728,13160,Olivia Brooks,olivia_brooks958@gmail.com,Operations,28,3,0
8729,34807,Paul Brooks,paul_brooks933@gmail.com,Procurement,38,7,1
8730,24682,Xander Edwards,xander_edwards213@gmail.com,Technology,30,7,0
8731,27195,Wendy Morgan,wendy_morgan511@gmail.com,Analytics,29,3,0
8732,22122,Olivia Hill,olivia_hill561@gmail.com,Sales & Marketing,26,5,0
8733,30111,Uma Brown,uma_brown376@gmail.com,Analytics,29,4,0
8734,19229,Rachel Harris,rachel_harris333@gmail.com,Technology,36,3,0
8735,57308,Mia Taylor,mia_taylor690@gmail.com,Technology,29,2,0
8736,67795,Grace Walker,grace_walker505@gmail.com,Operations,26,1,0
8737,67817,Harry Brown,harry_brown552@gmail.com,Sales & Marketing,43,3,0
8738,59799,Bob Baker,bob_baker584@gmail.com,HR,29,3,0
8739,53057,Isabella Morgan,isabella_morgan703@gmail.com,Sales & Marketing,31,5,0
8740,64969,Karen Moore,karen_moore551@gmail.com,Procurement,39,2,0
8741,77847,Tina Wood,tina_wood327@gmail.com,Finance,27,3,0
8742,12595,Rachel Moore,rachel_moore100@gmail.com,Sales & Marketing,27,2,0
8743,68302,Grace Kelly,grace_kelly165@gmail.com,Analytics,35,9,1
8744,21290,Victor Baker,victor_baker933@gmail.com,Analytics,36,8,0
8745,44426,Paul Taylor,paul_taylor318@gmail.com,Procurement,24,2,0
8746,68641,Victor Brown,victor_brown675@gmail.com,Procurement,41,4,0
8747,39085,David Kelly,david_kelly887@gmail.com,Legal,33,6,0
8748,29299,Tina Martinez,tina_martinez915@gmail.com,Operations,37,3,0
8749,29716,Harry Evans,harry_evans391@gmail.com,Sales & Marketing,29,6,0
8750,70121,Yvonne Cooper,yvonne_cooper377@gmail.com,Sales & Marketing,29,6,0
8751,11377,Grace Martinez,grace_martinez345@gmail.com,Operations,28,2,0
8752,11080,Liam Moore,liam_moore584@gmail.com,Sales & Marketing,30,3,0
8753,27874,Zach Carter,zach_carter206@gmail.com,Finance,30,7,0
8754,64013,Tina Harris,tina_harris753@gmail.com,Technology,42,1,0
8755,7553,Bob Wilson,bob_wilson475@gmail.com,Analytics,38,12,0
8756,48162,Tina Moore,tina_moore297@gmail.com,Sales & Marketing,27,1,0
8757,22699,Olivia Taylor,olivia_taylor159@gmail.com,Operations,35,10,0
8758,14944,Jack Wilson,jack_wilson206@gmail.com,Analytics,44,16,0
